Y:\Meghan's Experiments\AMBVAR\b_tap.emrg																															
ExperimentName	Subject	Session	Clock.Information	Clock.StartTimeOfDay	Clock.SystemTimeDrift	Clock.SystemTimeDriftWarning	Display.RefreshRate	Group	RandomSeed	SessionDate	SessionTime	SessionTimeUtc	Block	BlockA	BlockA.Cycle	BlockA.Sample	correct	Procedure	Running	SEEaWORD.ACC	SEEaWORD.CRESP	SEEaWORD.DurationError	SEEaWORD.OnsetDelay	SEEaWORD.OnsetTime	SEEaWORD.RESP	SEEaWORD.RT	SEEaWORD.RTTime	sound	tap_cas	type	word
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	75	35	1	75	5	BlockAProc	BlockA	1	5	-999999	16	3140575	5	650	3141225	above.wav		filler	below
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	76	22	1	76	5	BlockAProc	BlockA	1	5	-999999	0	3143424	5	448	3143872	carded.wav	tap	control	sheets
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	77	36	1	77	5	BlockAProc	BlockA	1	5	-999999	1	3146075	5	402	3146477	oil.wav		filler	water
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	78	1	1	78	5	BlockAProc	BlockA	1	5	-999999	0	3148658	5	656	3149314	herding.wav	tap	t-related	pain
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	79	15	1	79	5	BlockAProc	BlockA	1	5	-999999	0	3151508	5	503	3152011	waded.wav	tap	d-related	pond
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	80	27	1	80	5	BlockAProc	BlockA	1	5	-999999	1	3154192	5	387	3154579	singer.wav		filler	music
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	81	59	1	81	1	BlockAProc	BlockA	1	1	-999999	1	3156775	1	863	3157638	slither.wav		filler	eleption
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	82	49	1	82	1	BlockAProc	BlockA	1	1	-999999	1	3159809	1	680	3160489	razor.wav		filler	umbler
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	83	43	1	83	5	BlockAProc	BlockA	1	5	-999999	0	3162691	5	492	3163183	flimsy.wav		filler	clumsy
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	84	93	1	84	1	BlockAProc	BlockA	1	1	-999999	0	3165374	1	584	3165958	england.wav		filler	sopa
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	85	69	1	85	1	BlockAProc	BlockA	1	1	-999999	15	3168157	1	750	3168907	hanger.wav		filler	olipical
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	86	90	1	86	1	BlockAProc	BlockA	1	1	-999999	0	3171107	1	630	3171737	funny.wav		filler	vam
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	87	13	1	87	5	BlockAProc	BlockA	1	5	-999999	0	3173924	5	517	3174441	tudor.wav	tap	d-related	house
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	88	50	1	88	1	BlockAProc	BlockA	1	1	-999999	15	3176657	1	665	3177322	kneehigh.wav		filler	tibulate
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	89	28	1	89	5	BlockAProc	BlockA	1	5	-999999	1	3179508	5	520	3180028	muffin.wav		filler	blueberry
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	90	11	1	90	5	BlockAProc	BlockA	1	5	-999999	1	3182224	5	490	3182714	shudder.wav	tap	d-related	shiver
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	91	7	1	91	5	BlockAProc	BlockA	1	5	-999999	15	3184923	5	464	3185387	pedal.wav	tap	t-related	leaf
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	92	10	1	92	5	BlockAProc	BlockA	1	5	-999999	0	3187573	5	429	3188002	raided.wav	tap	d-related	village
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	93	94	1	93	1	BlockAProc	BlockA	1	1	-999999	0	3190190	1	505	3190695	igloo.wav		filler	pendil
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	94	81	1	94	1	BlockAProc	BlockA	0	1	-999999	1	3192908	5	551	3193459	doodle.wav		filler	felicious
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	95	30	1	95	5	BlockAProc	BlockA	1	5	-999999	0	3195640	5	673	3196313	muggle.wav		filler	steal
b_tap3	15	15	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862050000</Frequency><Timestamp dt:dt=""r8"">3.28735969117636E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T20:28:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 13:28			60.002	1	669539099	5/5/2009	13:28:48	8:28:48 PM	96	65	1	96	1	BlockAProc	BlockA	1	1	-999999	1	3198507	1	606	3199113	darken.wav		filler	shunce
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		1	47	1	1	5	BlockAProc	BlockA	1	5	-999999	0	73238	5	1120	74358	helping.wav		filler	sustain
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		2	14	1	2	5	BlockAProc	BlockA	1	5	-999999	1	76523	5	651	77174	udder.wav	tap	d-related	cow
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		3	39	1	3	5	BlockAProc	BlockA	1	5	-999999	0	79338	5	836	80174	duffle.wav		filler	sun
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		4	2	1	4	5	BlockAProc	BlockA	1	5	-999999	0	82338	5	520	82858	nodded.wav	tap	t-related	rope
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		5	7	1	5	5	BlockAProc	BlockA	1	5	-999999	0	85022	5	861	85883	pedal.wav	tap	t-related	leaf
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		6	1	1	6	5	BlockAProc	BlockA	1	5	-999999	0	88038	5	570	88608	herding.wav	tap	t-related	pain
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		7	73	1	7	1	BlockAProc	BlockA	1	1	-999999	0	90772	1	1487	92259	gather.wav		filler	slimp
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		8	21	1	8	5	BlockAProc	BlockA	1	5	-999999	0	94422	5	848	95270	budding.wav	tap	control	eve
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		9	53	1	9	1	BlockAProc	BlockA	1	1	-999999	0	97422	1	1497	98919	pleasant.wav		filler	bumby
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		10	22	1	10	5	BlockAProc	BlockA	1	5	-999999	1	101072	5	682	101754	carded.wav	tap	control	sheets
b_tap3	18	18	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">1862020000</Frequency><Timestamp dt:dt=""r8"">3.29746002148171E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2009-05-05T22:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	5/5/2009 15:04			60.001	1	-978380083	5/5/2009	15:04:59		11	82	1	11	1	BlockAProc	BlockA	1	1	-999999	1	103922	1	699	104621	dairy.wav		filler	sparty
