2WH3WH,1,3wh_SO,No
2WH3WH,1,3wh_OS,No
2WH3WH,1,2wh_SO,No
2WH3WH,1,2wh_OS,No
2WH3WH,2,3wh_SO,Yes
2WH3WH,2,3wh_OS,Yes
2WH3WH,2,2wh_SO,Yes
2WH3WH,2,2wh_OS,Yes
2WH3WH,3,3wh_SO,Yes
2WH3WH,3,3wh_OS,Yes
2WH3WH,3,2wh_SO,Yes
2WH3WH,3,2wh_OS,Yes
2WH3WH,4,3wh_SO,Yes
2WH3WH,4,3wh_OS,Yes
2WH3WH,4,2wh_SO,Yes
2WH3WH,4,2wh_OS,Yes
2WH3WH,5,3wh_SO,Yes
2WH3WH,5,3wh_OS,Yes
2WH3WH,5,2wh_SO,Yes
2WH3WH,5,2wh_OS,Yes
2WH3WH,6,3wh_SO,Yes
2WH3WH,6,3wh_OS,Yes
2WH3WH,6,2wh_SO,Yes
2WH3WH,6,2wh_OS,Yes
2WH3WH,7,3wh_SO,Yes
2WH3WH,7,3wh_OS,Yes
2WH3WH,7,2wh_SO,Yes
2WH3WH,7,2wh_OS,Yes
2WH3WH,8,3wh_SO,Yes
2WH3WH,8,3wh_OS,Yes
2WH3WH,8,2wh_SO,Yes
2WH3WH,8,2wh_OS,Yes
2WH3WH,9,3wh_SO,Yes
2WH3WH,9,3wh_OS,Yes
2WH3WH,9,2wh_SO,Yes
2WH3WH,9,2wh_OS,Yes
2WH3WH,10,3wh_SO,Yes
2WH3WH,10,3wh_OS,Yes
2WH3WH,10,2wh_SO,Yes
2WH3WH,10,2wh_OS,Yes
2WH3WH,11,3wh_SO,Yes
2WH3WH,11,3wh_OS,Yes
2WH3WH,11,2wh_SO,Yes
2WH3WH,11,2wh_OS,Yes
2WH3WH,12,3wh_SO,Yes
2WH3WH,12,3wh_OS,Yes
2WH3WH,12,2wh_SO,Yes
2WH3WH,12,2wh_OS,Yes
2WH3WH,13,3wh_SO,Yes
2WH3WH,13,3wh_OS,Yes
2WH3WH,13,2wh_SO,Yes
2WH3WH,13,2wh_OS,Yes
2WH3WH,14,3wh_SO,Yes
2WH3WH,14,3wh_OS,Yes
2WH3WH,14,2wh_SO,Yes
2WH3WH,14,2wh_OS,Yes
2WH3WH,15,3wh_SO,Yes
2WH3WH,15,3wh_OS,Yes
2WH3WH,15,2wh_SO,Yes
2WH3WH,15,2wh_OS,Yes
2WH3WH,16,3wh_SO,No
2WH3WH,16,3wh_OS,No
2WH3WH,16,2wh_SO,No
2WH3WH,16,2wh_OS,No
2WH3WH,17,3wh_SO,No
2WH3WH,17,3wh_OS,No
2WH3WH,17,2wh_SO,No
2WH3WH,17,2wh_OS,No
2WH3WH,18,3wh_SO,No
2WH3WH,18,3wh_OS,No
2WH3WH,18,2wh_SO,No
2WH3WH,18,2wh_OS,No
2WH3WH,19,3wh_SO,No
2WH3WH,19,3wh_OS,No
2WH3WH,19,2wh_SO,No
2WH3WH,19,2wh_OS,No
2WH3WH,20,3wh_SO,No
2WH3WH,20,3wh_OS,No
2WH3WH,20,2wh_SO,No
2WH3WH,20,2wh_OS,No
filler,1,filler,Yes
filler,2,filler,Yes
filler,3,filler,Yes
filler,4,filler,Yes
filler,5,filler,Yes
filler,6,filler,Yes
filler,7,filler,Yes
filler,8,filler,Yes
filler,9,filler,Yes
filler,10,filler,Yes
filler,11,filler,Yes
filler,12,filler,Yes
filler,13,filler,Yes
filler,14,filler,Yes
filler,15,filler,Yes
filler,16,filler,Yes
filler,17,filler,Yes
filler,18,filler,Yes
filler,19,filler,Yes
filler,20,filler,Yes
filler,21,filler,No
filler,22,filler,No
filler,23,filler,No
filler,24,filler,No
filler,25,filler,No
filler,26,filler,No
filler,27,filler,No
filler,28,filler,No
filler,29,filler,No
filler,30,filler,No
filler,31,filler,No
filler,32,filler,No
filler,33,filler,No
filler,34,filler,No
filler,35,filler,No
filler,36,filler,No
filler,37,filler,No
filler,38,filler,No
filler,39,filler,No
filler,40,filler,No
